Name,Latitude,Longitude,Type,Subtype
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangdong GLCM Launcher,23.914407,112.736696,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangxi GLCM Launcher,24.158236,109.548712,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Guangdong GLCM Launcher,23.351514,116.263961,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,27.984773,114.458315,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Jiangxi GLCM Launcher,28.92422,117.293713,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Guangdong GLCM Launcher,25.018462,113.526398,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Jiangxi GLCM Launcher,25.937711,115.172217,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.970669,117.200182,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Fujian GLCM Launcher,25.371045,118.701483,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
Zhejiang GCLM Launcher,29.220663,119.580701,Cruise,DH-10
